Subject,Course ID,Course Title,Course Description,Credits
Anthropology,ANTH_O 355,Development and the Politics of Aid,"An examination and critique of the social and cultural foundations of development, as both discourse and practice, and the close relationship of development aid and ideologies with contemporary forms of global capitalism. [3-0-0] Prerequisite: ANTH 100. Third-year standing.",	3
Anthropology,ANTH_O 370,"Morphology, Syntax, and Semantics","Cross-cultural exploration of grammar focusing on the structure of words, organization of words into phrases and sentences, coding of meaning in grammar, methods used in grammatical analysis, and history of grammatical theory. [3-0-0] Prerequisite: ANTH 170.",	3
Anthropology,ANTH_O 373,The Acquisition of Language and Cultural Practice,"Foundations, theories, and methods of language socialization. The cultural basis of language learning across the human lifespan with emphasis on the role of family, schooling, heritage, and endangerment. Prerequisite: One of ANTH 100, ANTH 170. Third-year standing. ANTH 170 is preferred.",	3
Anthropology,ANTH_O 375,Economic Anthropology,"Investigation of the ways in which human desire is controlled, expressed, and manifested in economic activity; the relationship of economic anthropology to neo-classical economics, traditional political economy, and current approaches to conceptualizing the relationship between culture and economics. [0-0-3] Prerequisite: ANTH 100. and 6 additional credits of ANTH at the 200-level or above.",	3
Anthropology,ANTH_O 377,Sociolinguistics,"Examines the sociopolitical organization of language variation: multilingualism; dialectology; and the use of language to indicate formality, ethnicity, gender, age, political attitudes, socio-economic status, and class. [3-0-0] Prerequisite: Either (a) ANTH 100 or (b) ANTH 170. Third-year standing. ANTH 170 is preferred.",	3
Anthropology,ANTH_O 400,History of Anthropology,Review of anthropological theory and practice beginning with the origin of the discipline in the late nineteenth century and ending with the contemporary period. [3-0-0] Prerequisite: ANTH 100. and third-year standing.,	3
Anthropology,ANTH_O 401,Contemporary Theory in Anthropology,"Key theoretical orientations and debates since the 1980s with emphasis on questions of representation, globalization, and the application of anthropological theory and research to contemporary social issues. Credit will be granted for only one of ANTH 300 or ANTH 401. [3-0-0] Prerequisite: ANTH 100. and third-year standing.",	3
Anthropology,ANTH_O 409,Topics in Applied Anthropology,"Advanced study of the theory and practice of applied, action, and consultancy anthropology; application of anthropology to questions of Aboriginal rights and title, education, medicine, development, women and development, tourism, and other social issues. [3-0-0] Prerequisite: ANTH 100. and third-year standing.",	3
Anthropology,ANTH_O 410,Theory in Archaeology,"Traces major trends, debates, and schools of thought in archaeology, emphasizing the entanglement of theory, practice, and method. Explores the emergence of different approaches in archaeology, from its roots in antiquarianism and cultural history to contemporary theoretical currents. Contemplates the interdisciplinary and collaborative aspects of archaeology as well as the ethical and political implications. Credit will be granted for only one of ANTH 310 or ANTH 410. [3-0-0] Prerequisite: ANTH 103. and third-year standing.",	3
Anthropology,ANTH_O 412,Religion in a Changing World,A critical examination of selected topics on religion and society drawing on contemporary ethnography and current issues. [3-0-0] Prerequisite: ANTH 100. and third-year standing. ANTH 312 is recommended.,	3
Anthropology,ANTH_O 414,"Love, Marriage, and Family: New Kinship Studies","An anthropological exploration of kinship as a symbolic ordering of human relationships and reproduction. Emphasis is on the naturalization of nuclear family and marriage forms such as monogamy, and on changes in relatedness through new technologies, socio-legal processes, and mobility. [3-0-0] Prerequisite: ANTH 100. Third-year standing recommended.",	3
Anthropology,ANTH_O 418,"Travel, Migration and the Politics of Mobility","A critical examination of selected topics in the field of tourism, migration and mobility studies drawing on contemporary ethnography and current issues. [3-0-0] Prerequisite: ANTH 100. and third-year standing. ANTH 218 is recommended.",	3
Anthropology,ANTH_O 425,Seminar in Medical Anthropology,"In-depth examination of a specific topic, drawing on contemporary theory and methodological issues in anthropology. This course is restricted to students in the ANTH Major or Minor. [0-0-3] Prerequisite: Third-year standing.",	3-6
Anthropology,ANTH_O 427,(In)Visible Histories: Heritage and the Politics of Memory,"Critical look at the politics of heritage (both tangible and intangible) and how it shapes the construction and deconstruction of social memory. How the ownership of the past is shaped by colonial practices, state formation and international conventions. [3-0-0] Prerequisite: One of ANTH 100, ANTH 103. And third-year standing.",	3
Anthropology,ANTH_O 429,Global Health and International Development,"Global health and international development from the perspective of critical medical anthropology. Consideration of ethnographic critiques of contemporary global health and development as humanitarian, security, and political-economic projects, as well as how applied medical anthropologists work to translate public health knowledge and policy into effective action in specific social and cultural contexts. ANTH 227 is strongly recommended. [3-0-0] Prerequisite: ANTH 100. and third-year standing.",	3
Anthropology,ANTH_O 445,Political Ecology,"Study of the ways in which political processes shape the relationships of human societies to other species and the physical environment. Resource conflict, environmental degradation, inequality, marginalization, environmental movements, environmental discourse and other topics are analyzed using a combination of ethnographic case studies and theoretical materials. Credit will be granted for only one of ANTH 445 or GEOG 445. [3-0-0] Prerequisite: One of ANTH 100, GEOG 128, GEOG 129, SUST 104. Third-year standing.",	3
Anthropology,ANTH_O 452,Advanced Topics in Visual Anthropology,"Explorations of the intersections of art and anthropology, with a focus on the social processes that create art objects and experiences. Application of key theories and methods in visual anthropology to cross-cultural case studies. Emphasis on the role of aesthetics, politics, and economics in creating art worlds and sensory practices. [3-0-0] Prerequisite: ANTH 100. and third-year standing. ANTH 252 is recommended.",	3
Anthropology,ANTH_O 473,Endangered Language Documentation and Revitalization,"Study of language shift, including local and global influences of historical, social, cultural, political, and economic factors impacting on language loss, endangerment, retention, and revival. Practical strategies for sustaining and reviving languages, including language documentation and revitalization. Credit will only be granted for one of ANTH 473 and INLG 480. [3-0-0] Prerequisite: Either (a) ANTH 100 or (b) ANTH 170. And 6 credits of ANTH at the 300 or 400 level required. ANTH 170 is preferred.",	3
Anthropology,ANTH_O 474,Language Emergence: From Contact to Constructed Languages,"Anthropological approaches to the study of contact languages, new sign languages, and constructed languages, including how they are formed, their linguistic features, the social context in which they are used, whether or not they can ever be considered real and/or standard languages; some reasons for their development, including trade, unity, education, media, secrecy, and solidarity. [3-0-0] Prerequisite: Either (a) ANTH 100 or (b) ANTH 170. Third-year standing. ANTH 170 is preferred.",	3
Anthropology,ANTH_O 475,"Anthropology, History, and Tradition",Surveys contemporary anthropological thinking about how the construction of history and tradition shapes present cultural practices. Critical look at history-making by social scientists and by people themselves. [0-0-3] Prerequisite: ANTH 100. 6 credits of ANTH at the 200-level or beyond; and third-year standing.,	3
Anthropology,ANTH_O 480,Directed Studies,Individualized directed reading or research project in anthropology under the supervision of a faculty member. Students can complete no more than 6 credits of ANTH 480. Prerequisite: Third-year standing. Permission of the department head and faculty supervisor also required.,	3
Anthropology,ANTH_O 486,Student Directed Seminar,"Self-directed, collaborative studies, in a group-learning environment, initiated and coordinated by senior undergraduate students with the supervision of a faculty sponsor. Course structure, enrolment and delivery methods will comply with the Student Directed Seminars Guidelines. At least third-year standing and permission of the Department are required. [0-0-3]",	3
Applied Science,APSC_O 110,Co-operative Education Work Term I,"Supervised, integrated learning experience in a public or private organization for a minimum of three months. Formal co-op assignments required. Restricted to students meeting the requirements of the Faculty of Applied Science and the Co-operative Education Program. Prerequisite: APSC 107.",	3
Applied Science,APSC_O 169,Fundamentals of Sustainable Engineering Design,"Theory and practice of sustainable engineering. Awareness and risk analysis of potential impacts on society and the environment over the lifecycle of engineering projects. Engineering design process, project lifecycle, and professional responsibility. Team-based design project. [3-2-0]",	3
Applied Science,APSC_O 171,Engineering Drawing and CAD/CAM,"Orthographic projections, axonometric and perspective projections, dimensioning and tolerances, computer-aided design and modelling, introduction to rapid prototyping, team-based design project. [3-0-2]",	3
Applied Science,APSC_O 172,Engineering Analysis I,"Functions, limits, differentiation, applications of derivatives, integration, applications of definite integrals. [3-0-1]",	3
Applied Science,APSC_O 173,Engineering Analysis II,"Integrals and transcendental functions, techniques of integration, applications of integration, polar coordinates, infinite sequences and series, vectors and the geometry of space, and partial derivatives. [3-0-1] Prerequisite: APSC 172.",	3
Applied Science,APSC_O 176,Engineering Communication,"Written and oral presentations, formal and informal. Purpose, audience, content, format, and tone are studied, as are team-based report writings and presentations. [3-0-0]",	3
Applied Science,APSC_O 177,Engineering Computation and Instrumentation,"Computer systems, software development, operating systems, compilers, programming in a high-level language, selection and loop structures, functions, arrays, pointers, files, data acquisition, solving engineering problems with computer programs. [3-2*-0]",	3
Applied Science,APSC_O 178,"Electricity, Magnetism, and Waves","Electric fields and forces, electric potential, capacitance, DC circuits, magnetic fields and forces, Faraday's law, inductance, waves, light, and optics. [3-0-1] Prerequisite: APSC 172. Corequisite: APSC 173.",	3
Applied Science,APSC_O 179,Linear Algebra for Engineers,"Systems of linear equations, Gaussian elimination, engineering application of linear algebra, matrix operations, special matrices, determinants, vector space, orthogonality, eigenvalues and eigenvectors, linear transformation. [3-0-0]",	3
Applied Science,APSC_O 180,Statics,"Force vectors, Cartesian coordinate system, free body diagram, dot and cross products, forces equilibrium of particles, force and moment equilibrium of rigid bodies, analysis of trusses, frames and machines, friction, wedges, pulleys, and belts. Applications of linear algebra in statics. [3-0-2] Corequisite: APSC 179.",	3
Applied Science,APSC_O 181,Dynamics,"Kinematics of particles, curvilinear motion, normal-tangential, polar, cylindrical coordinates, force and acceleration, equation of motions, work and energy, conservation of energy. Introduction to rigid body dynamics. [3-0-2] Prerequisite: All of APSC 172, APSC 180. Corequisite: APSC 173.",	3
Applied Science,APSC_O 182,Matter and Energy I,"Thermometry, states of matter and phase change, ideal and real gases, 1st law of thermodynamics, 2nd law of thermodynamics, liquids, solutions, solid crystals, atomic structures and bonding. [2-2*-2*]",	3
Applied Science,APSC_O 183,Matter and Energy II,"Chemical equilibrium, reactions in gas phase and in aqueous solutions, acid-base and redox reactions, kinetics of chemical reactions, thermochemistry, electrochemistry, and organic chemistry. [2-2*-2*]",	3
Applied Science,APSC_O 193,Anatomy and Physiology for Engineers,"Structure and function of the neuromuscular, skeletal, digestive, endocrine, urinary, circulatory, and respiratory systems of the human body. Special emphasis on interfacing with biomedical devices. Restricted to students in the B.A.Sc. program. [3-0-0]",	3
Applied Science,APSC_O 201,Technical Communication,"Written and oral communication in engineering. Report preparation, business correspondence, and oral presentation of technical material. Principles of communication with Indigenous communities. [3-0-0] Prerequisite: APSC 176.",	3
Applied Science,APSC_O 210,Co-operative Education Work Term II,"Supervised, integrated learning experience in a public or private organization for a minimum of three months. Formal co-op assignments required. Restricted to students meeting the requirements of the Faculty of Applied Science and the Co-operative Education Program. Prerequisite: APSC 110.",	3
Applied Science,APSC_O 246,System Dynamics,"Introduction to the Fourier series. Linear time invariant system, impulse response function, operator, convolution, system characterization, complex numbers, solution of linear ordinary differential equations, Laplace transform and its applications, transfer function, frequency response, solution to system of linear differential equations. Fourier series and transform. [3-0-1] Prerequisite: All of APSC 173, APSC 179, APSC 181.",	3
Applied Science,APSC_O 248,Engineering Analysis III,"Multivariable functions, Lagrange multipliers; line integrals, surface integrals, volume integrals; divergence, curl, gradient; divergence and Stokes' theorems; engineering applications of vector field theory. Introduction to partial differential equations. [3-0-1] Prerequisite: APSC 173.",	3
Applied Science,APSC_O 252,Thermodynamics,"First and second laws of thermodynamics. Applications to simple thermodynamic processes and cycles. Introduction to heat transfer modes. [3-0-1] Prerequisite: All of APSC 173, APSC 182.",	3
Applied Science,APSC_O 253,Fluid Mechanics I,"Fluid properties and fluid statics; principles of conservation of mass, momentum, and energy; laminar and turbulent flow; dimensional analysis; pipe flow; valves and fittings, flow measurements. [3-2*-1] Prerequisite: All of APSC 180, APSC 181, APSC 248.",	3
Applied Science,APSC_O 254,Instrumentation and Data Analysis,"Data acquisition, sensors, instrumentation, measurement techniques and their limitations, experimental design, and data analysis; statistics, basic probability; application of statistics to data analysis. [3-2*-1] Prerequisite: All of APSC 173, APSC 178.",	3
Applied Science,APSC_O 255,Electric Circuits and Power,"Circuit analysis techniques for steady-state AC and DC circuits containing independent and dependent voltage and current sources, resistance, capacitance and inductance. DC maximum power transfer. AC power including real, reactive, apparent and complex power and power factor. AC power analysis using phasors. Three-phase AC power systems. [3-2*-1] Prerequisite: APSC 178.",	3
Applied Science,APSC_O 256,Numerical Methods for Analysis,"Introduction to numerical modelling and numerical methods for root finding, linear systems, differentiation, integration, and ordinary and partial differential equations. Applications to engineering problems. [3-1-0] Prerequisite: All of APSC 173, APSC 177, APSC 179.",	3
Applied Science,APSC_O 258,Applications of Engineering Design,"Principles of engineering design, applied to a team-based design project. Use of probability, programming, decision making, economic principles, systems theory, and technical communication in design projects. [3-1-0] Prerequisite: All of APSC 169, APSC 177, APSC 179, APSC 254.",	3
Applied Science,APSC_O 259,Materials Science I,"Atomic bonding, crystallographic characteristics of materials, stress-strain curve, strengthening mechanisms, failure of materials, Eutectic and Eutectoid phase transformations, Fe-C phase diagram, composite materials, corrosion, electrical properties of materials. [3-2*-0] Prerequisite: All of APSC 182, APSC 183.",	3
Applied Science,APSC_O 260,Mechanics of Materials I,"Concepts of stress and strain. Axial, shear forces and bending moment diagrams for statically determinate structures, torsion in shafts. Axial and shear stresses and deformations. Transformation of plane stress, Mohr's circle. [3-0-1] Prerequisite: APSC 173 and APSC 180.",	3
Applied Science,APSC_O 261,Theory of Structures,"Types of structures and structural elements. Loads and load path. Design objectives, philosophy and limit states. Static determinacy and stability. Analysis of statically determinate structures. Deflection using energy and geometrical methods. Influence lines. [3-0-2] Prerequisite: All of APSC 173, APSC 180, APSC 259. Corequisite: APSC 260.",	3
Applied Science,APSC_O 262,Digital Logic Design,"Logic design methods, hardware description language (HDL), number representation and arithmetic circuits, combinational circuits, flip-flops, registers, programmable logic devices (FPGAs), counters, finite state machines, digital system designs. [3-2*-0] Prerequisite: APSC 178.",	3
Applied Science,APSC_O 270,Signals and Communication Systems,Fourier series and Fourier transform analysis of signals; sampling theorem; amplitude; phase; and frequency modulation; baseband digital transmission; pulse code modulation and quantization; Nyquist pulses; inter-symbol interference. Credit will be granted for only one of APSC 270 or ENGR 361. [3-2*-0] Prerequisite: APSC 246.,	3
Applied Science,APSC_O 278,Electric and Magnetic Fields,"Review of vector calculus and coordinate systems; electrostatic fields; electric dipoles and polarization; magnetostatics fields; magnetic dipoles and magnetization; boundary conditions; electromagnetic induction; Maxwell's equations. Credit will be granted for only one of APSC 278 or ENGR 365. [3-0-1] Prerequisite: All of APSC 178, APSC 248.",	3
Applied Science,APSC_O 310,Co-operative Education Work Term III,"Supervised, integrated learning experience in a public or private organization for a minimum of three months. Formal co-op assignments required. Restricted to students meeting the requirements of the Faculty of Applied Science and the Co-operative Education Program. Prerequisite: APSC 210.",	3
Applied Science,APSC_O 410,Co-operative Education Work Term IV,"Supervised, integrated learning experience in a public or private organization for a minimum of three months. Formal co-op assignments required. Restricted to students meeting the requirements of the Faculty of Applied Science and the Co-operative Education Program. Prerequisite: APSC 310.",	3
Applied Science,APSC_O 411,Co-operative Education Work Term V,"Supervised, integrated learning experience in a public or private organization for a minimum of three months. Formal co-op assignments required. Restricted to students meeting the requirements of the Faculty of Applied Science and the Co-operative Education Program. Prerequisite: APSC 410.",	3
Applied Science,APSC_O 412,Co-operative Education Work Term VI,"Supervised, integrated learning experience in a public or private organization for a minimum of three months. Formal co-op assignments required. Restricted to students meeting the requirements of the Faculty of Applied Science and the Co-operative Education Program. Prerequisite: APSC 411.",	3
Applied Science,APSC_O 501,Professional Communication for Engineering Leaders,Advanced workplace communication. Audience and purpose. Proposals and reports. Equity and diversity. Social media. Oral presentations (face-to-face and video conferencing) and visual aids. Listening skills. This course is restricted to students in the M.Eng. program.,	3
Applied Science,APSC_O 503,Startup Engineering Practicum,The role of engineers in early-stage technology startups is learned experientially through a practicum work experience. Weekly lectures are used to explore best practices for starting technology ventures and working in uncertain and dynamic working environment. Registration for the course is restricted and requires passing an individual admission process.,	6
Applied Science,APSC_O 504,Solar Cell Engineering,"Climate change and renewable energy sources, operational principles of solar cells and review of leading technologies, deposition and characterization tools for thin film layers, environmental and economic considerations of solar energy, and latest developments in academic research.",	3
Applied Science,APSC_O 505,Engineering Leadership,"Knowledge and application of Engineering Leadership through reflective practices, including the introduction of various leadership styles, with particular attention to leadership skills within engineering teams that foster equitable, diverse and inclusive team building. Credit will be granted for only one of APSC 505 or ENGR 405.",	3
Applied Science,APSC_O 509,Construction Digitalization and Informatics,Lean construction; n-dimensional Building Information Modeling; Internet of Things; digital business models; digital fabrication and platforms. Credit will be granted for only one of APSC 509 or ENGR 409.,	3
Applied Science,APSC_O 510,Engineering Internship I,"Supervised, technical paid work experience with a public or private organization for a minimum of 12 weeks full-time. Internship assignment required. Restricted to graduate degree students meeting requirements of the Faculty of Applied Science and the Co-operative Education program. Prerequisite: APSC 107. and 30 credits M.Eng. coursework. Pass/Fail.",	3
Applied Science,APSC_O 511,Engineering Internship II,"Supervised, technical paid work experience with a public or private organization for a minimum of 12 weeks full-time. Internship assignment required. Restricted to graduate degree students meeting requirements of the Faculty of Applied Science and the Co-operative Education program. Prerequisite: APSC 510. Pass/Fail.",	3
Applied Science,APSC_O 512,Engineering Internship III,"Supervised, technical paid work experience with a public or private organization for a minimum of 12 weeks full-time. Internship assignment required. Restricted to graduate degree students meeting requirements of the Faculty of Applied Science and the Co-operative Education program. Prerequisite: APSC 511. Pass/Fail.",	3
Applied Science,APSC_O 514,Precast Concrete Structures,Means and methods of precast concrete construction; advanced design of precast concrete structures; analysis of experimental data of precast concrete components; innovations in precast concrete construction. Credit will be granted for only one of APSC 514 or ENGR 414.,	3
Applied Science,APSC_O 519,System Identification,"Identification of dynamical systems by considering input signals, sensor measurements, noise, and disturbance, as well as using parameter estimation, model selection and validation, and practical considerations. Credit will only be granted to one of ENGR 419 or APSC 519",	3
Applied Science,APSC_O 520,Demand Side Energy Management,"Socio-economic and environmental considerations of energy demand and management, building energy performance improvements, building and community level energy policies and regulations, renewable and alternative energy integration.",	3
Applied Science,APSC_O 530,Earth Dams and Dikes,"Understand design criteria and regulatory requirements and apply failure consequence classification; evaluate embankment stability, deformation and seepage; seepage control, erosion protection and filter design; techniques for deficiency identification; maintenance and repair strategies; dam safety management systems.",	3
Applied Science,APSC_O 541,Distributed Power Generation,Overview of distributed power generation technologies; impacts of distributed generation on power system operation and planning; wind and PV resources in the electrical grid; energy storage technologies in the electrical grid; demand response and advanced metering infrastructure.,	3
Applied Science,APSC_O 547,Advanced Drinking Water Treatment,"Theory and design of advanced drinking water treatment processes used for challenging source water conditions. Risk-based treatment approaches, removal of emerging contaminants, regulated and unregulated disinfection by-products, and other current issues in potable water treatment and quality. Subscribe to APSC_O Course Descriptions Introduction Courses by Subject Courses by Faculty/School UBC Okanagan Academic Calendar Okanagan Campus 3333 University Way Kelowna,                  BC                  Canada V1V 1V7 The University of British Columbia About UBC Contact UBC About the University News Events Careers Make a Gift Search UBC.ca UBC Campuses Vancouver Campus Okanagan Campus UBC Sites Robson Square Centre for Digital Media Faculty of Medicine Across BC Emergency Procedures | Terms of Use | UBC Copyright | Accessibility to top Calendar Sections Home Dates and Deadlines Academic Year Admissions Fees Establishment and Constitution Campus-wide Policies and Regulations Services and Organizations Research Institutes Faculties, Schools, and Colleges Alternative Study Options Course Descriptions Emeriti Staff Enrolment Statistics 2023/24 Calendar History Calendar Archive Contact Us UBC Crest The official logo of the University of British Columbia. Urgent Message An exclamation mark in a speech bubble. Caret An arrowhead indicating direction. Arrow An arrow indicating direction. Arrow in Circle An arrow indicating direction. Arrow in Circle An arrow indicating direction. Chats Two speech clouds. Facebook The logo for the Facebook social media service. Information The letter 'i' in a circle. Instagram The logo for the Instagram social media service. Linkedin The logo for the LinkedIn social media service. Location Pin A map location pin. Mail An envelope. Menu Three horizontal lines indicating a menu. Minus A minus sign. Pencil A pencil indicating that this is editable. Telephone An antique telephone. Plus A plus symbol indicating more or the ability to add. Search A magnifying glass. Twitter The logo for the Twitter social media service. Youtube The logo for the YouTube video sharing service.",	3
Art History and Visual Culture,ARTH_O 101,Art and Visual Cultures of the World I,Introduction to art and visual cultures of major world regions from prehistory to the early modern period. [3-0-0],	3
Art History and Visual Culture,ARTH_O 102,Art and Visual Cultures of the World II,Introduction to art and visual cultures of major world regions from the early modern period to the present. [3-0-0],	3
Art History and Visual Culture,ARTH_O 115,Popular Music and Visual Cultures,"A survey of changing attitudes toward class, ethnicity, gender, and ideology as reflected in folk, blues, jazz, rock and hip-hop music and their accompanying visual cultures from the early 20th century to the early 21st century. Credit will be granted for only one of ARTH 115 or MUSC 115. [3-0-0] Equivalency: MUSC115",	3
Art History and Visual Culture,ARTH_O 202,The Critical Viewer,"Critical thinking about art and visual cultures of the world, past and present, and how visual works can be viewed closely, creatively analyzed, and interpreted. [3-0-0] Prerequisite: 3 credits of 100-level English.",	3
Art History and Visual Culture,ARTH_O 203,Global Contemporary Art,The contemporary global art scene with an emphasis on strategies for understanding the complexity of art production from 1985 to the present. Credit will be granted for only one of ARTH 203 or ARTH 302. [3-0-0],	3
